Category,Message,cleaning_text
0,"solve d case : a man was found murdered on  &lt;decimal&gt; . &lt;#&gt;  afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i was sleeping, when the murder took place. 4.cook: i was cooking. 5.gardener: i was picking vegetables. 6.house-maid: i went 2 d post office. 7.children: we went 2 play. 8.neighbour: we went 2 a marriage. police arrested d murderer immediately. who's it? reply with reason, if u r brilliant.",solve case man found murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri sleeping murder took place 4cook cooking 5gardener picking vegetable 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately who reply reason u r brilliant
0,dear where you will be when i reach there,dear reach
0,aww that's the first time u said u missed me without asking if i missed u first. you do love me! :),aww thats first time u said u missed without asking missed u first love
0,ok... thanx... gd nite 2 ü too...,ok thanx gd nite 2 ü
0,"come to me right now, ahmad",come right ahmad
1,i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.,dont know u u dont know send chat 86688 let find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year
0,lol please do. actually send a pic of yourself right now. i wanna see. pose with a comb and hair dryer or something.,lol please actually send pic right wan na see pose comb hair dryer something
0,o was not into fps then.,fps
0,huh means computational science... y they like dat one push here n there...,huh mean computational science like dat one push n
0,"could you not read me, my love ? i answered you",could read love answered
0,oh... lk tt den we take e one tt ends at cine lor... dun wan yogasana oso can...,oh lk tt den take e one tt end cine lor dun wan yogasana oso
0,"madam,regret disturbance.might receive a reference check from dlf premarica.kindly be informed.rgds,rakhesh,kerala.",madamregret disturbancemight receive reference check dlf premaricakindly informedrgdsrakheshkerala
1,sms services for your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk.220cm2 9ae,sm service inclusive text credit pls gotto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk220cm2 9ae
0,oic... then better quickly go bathe n settle down...,oic better quickly go bathe n settle
0,err... cud do. i'm going to  at 8pm. i haven't got a way to contact him until then.,err cud im going 8pm havent got way contact
0,a bloo bloo bloo i'll miss the first bowl,bloo bloo bloo ill miss first bowl
0,lmao but its so fun...,lmao fun
0,oh k k:)but he is not a big hitter.anyway good,oh k kbut big hitteranyway good
0,hey!!! i almost forgot ... happy b-day babe ! i love ya!!,hey almost forgot happy bday babe love ya
1,valentines day special! win over £1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/msg rcvd. custcare:08718720201,valentine day special win 1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201
0,do you think i can move  &lt;#&gt;  in a week,think move ltgt week
0,she.s find. i sent you an offline message to know how anjola's now.,shes find sent offline message know anjolas
1,guess who am i?this is the first time i created a web page www.asjesus.com read all i wrote. i'm waiting for your opinions. i want to be your friend 1/1,guess ithis first time created web page wwwasjesuscom read wrote im waiting opinion want friend 11
0,how was txting and driving,txting driving
0,that's good. lets thank god. please complete the drug. have lots of water. and have a beautiful day.,thats good let thank god please complete drug lot water beautiful day
0,really dun bluff me leh... u sleep early too. nite...,really dun bluff leh u sleep early nite
0,"indians r poor but india is not a poor country. says one of the swiss bank directors. he says that "" &lt;#&gt;  lac crore"" of indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. can give  &lt;#&gt;  crore jobs to all indians. from any village to delhi 4 lane roads. forever free power suply to more than  &lt;#&gt;  social projects. every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. no need of world bank &amp; imf loan. think how our money is blocked by rich politicians. we have full rights against corrupt politicians. itna forward karo ki pura india padhe.g.m.""",indian r poor india poor country say one swiss bank director say ltgt lac crore indian money deposited swiss bank used taxless budget ltgt yr give ltgt crore job indian village delhi 4 lane road forever free power suply ltgt social project every citizen get monthly ltgt ltgt yr need world bank amp imf loan think money blocked rich politician full right corrupt politician itna forward karo ki pura india padhegm
0,uncle boye. i need movies oh. guide me. plus you know torrents are not particularly legal here. and the system is slowing down. what should i do. have a gr8 day. plus have you started cos i dont meet you online. how was the honey moon.,uncle boye need movie oh guide plus know torrent particularly legal system slowing gr8 day plus started co dont meet online honey moon
0,oh ya ya. i remember da. .,oh ya ya remember da
0,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,btw regarding really try see anyone else 4th guy commit random dude
1,"for ur chance to win £250 cash every wk txt: play to 83370. t's&c's www.music-trivia.net custcare 08715705022, 1x150p/wk.",ur chance win 250 cash every wk txt play 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk
0,i not busy juz dun wan 2 go so early.. hee..,busy juz dun wan 2 go early hee
0,rightio. 11.48 it is then. well arent we all up bright and early this morning.,rightio 1148 well arent bright early morning
0,"great. i'm in church now, will holla when i get out",great im church holla get
0,back in brum! thanks for putting us up and keeping us all and happy. see you soon,back brum thanks putting u keeping u happy see soon
0,i donno if they are scorable,donno scorable
0,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ltgt great loxahatchee xmas tree burning update totally see star
0,"yes but i dont care! i need you bad, princess!",yes dont care need bad princess
0,"the guy (kadeem) hasn't been selling since the break, i know one other guy but he's paranoid as fuck and doesn't like selling without me there and i can't be up there til late tonight",guy kadeem hasnt selling since break know one guy he paranoid fuck doesnt like selling without cant til late tonight
0,"sorry, i'll call later",sorry ill call later
0,tmr then ü brin lar... aiya later i come n c lar... mayb ü neva set properly ü got da help sheet wif ü...,tmr ü brin lar aiya later come n c lar mayb ü neva set properly ü got da help sheet wif ü
0,do u knw dis no. &lt;#&gt; ?,u knw dis ltgt
0,then she dun believe wat?,dun believe wat
0,k..give back my thanks.,kgive back thanks
0,i know complain num only..bettr directly go to bsnl offc nd apply for it..,know complain num onlybettr directly go bsnl offc nd apply
0,okay. i've seen it. so i should pick it on friday?,okay ive seen pick friday
0,how much she payed. suganya.,much payed suganya
0,left dessert. u wan me 2 go suntec look 4 u?,left dessert u wan 2 go suntec look 4 u
0,"abeg, make profit. but its a start. are you using it to get sponsors for the next event?",abeg make profit start using get sponsor next event
0,onum ela pa. normal than.,onum ela pa normal
0,k.k..how is your sister kids?,kkhow sister kid
0,"cool, i'll text you when i'm on the way",cool ill text im way
0,nope. meanwhile she talk say make i greet you.,nope meanwhile talk say make greet
0,i cant talk to you now.i will call when i can.dont keep calling.,cant talk nowi call candont keep calling
0,anything lar...,anything lar
0,"rose needs water, season needs change, poet needs imagination..my phone needs ur sms and i need ur lovely frndship forever....",rose need water season need change poet need imaginationmy phone need ur sm need ur lovely frndship forever
0,"good afternoon, babe. how goes that day ? any job prospects yet ? i miss you, my love ... *sighs* ... :-(",good afternoon babe go day job prospect yet miss love sigh
0,they will pick up and drop in car.so no problem..,pick drop carso problem
0,s.i think he is waste for rr..,si think waste rr
0,he is world famamus....,world famamus
0,is there coming friday is leave for pongal?do you get any news from your work place.,coming friday leave pongaldo get news work place
0,lol well don't do it without me. we could have a big sale together.,lol well dont without could big sale together
0,* am on my way,way
0,eat at old airport road... but now 630 oredi... got a lot of pple...,eat old airport road 630 oredi got lot pple
0,"sry can't talk on phone, with parents",sry cant talk phone parent
1,"final chance! claim ur £150 worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile! t cs savamob pobox84, m263uz. £3.00 subs 16",final chance claim ur 150 worth discount voucher today text yes 85023 savamob member offer mobile c savamob pobox84 m263uz 300 sub 16
0,ok lor wat time ü finish?,ok lor wat time ü finish
0,"princess, i like to make love  &lt;#&gt;  times per night. hope thats not a problem!",princess like make love ltgt time per night hope thats problem
0,mm i am on the way to railway,mm way railway
0,i dnt wnt to tlk wid u,dnt wnt tlk wid u
0,"i'm done. i'm sorry. i hope your next space gives you everything you want. remember all the furniture is yours. if i'm not around when you move it, just lock all the locks and leave the key with jenne.",im done im sorry hope next space give everything want remember furniture im around move lock lock leave key jenne
0,not yet. just i'd like to keep in touch and it will be the easiest way to do that from barcelona. by the way how ru and how is the house?,yet id like keep touch easiest way barcelona way ru house
1,"sppok up ur mob with a halloween collection of nokia logo&pic message plus a free eerie tone, txt card spook to 8007",sppok ur mob halloween collection nokia logopic message plus free eerie tone txt card spook 8007
1,"urgent! call 09066612661 from landline. your complementary 4* tenerife holiday or £10,000 cash await collection sae t&cs po box 3 wa14 2px 150ppm 18+ sender: hol offer",urgent call 09066612661 landline complementary 4 tenerife holiday 10000 cash await collection sae tc po box 3 wa14 2px 150ppm 18 sender hol offer
0,k.:)do it at evening da:)urgent:),kdo evening daurgent
0,pansy! you've been living in a jungle for two years! its my driving you should be more worried about!,pansy youve living jungle two year driving worried
0,mm have some kanji dont eat anything heavy ok,mm kanji dont eat anything heavy ok
0,only if you promise your getting out as soon as you can. and you'll text me in the morning to let me know you made it in ok.,promise getting soon youll text morning let know made ok
0,lol that's different. i don't go trying to find every real life photo you ever took.,lol thats different dont go trying find every real life photo ever took
0,i dont thnk its a wrong calling between us,dont thnk wrong calling u
0,k ill drink.pa then what doing. i need srs model pls send it to my mail id pa.,k ill drinkpa need sr model pls send mail id pa
0,aiyah e rain like quite big leh. if drizzling i can at least run home.,aiyah e rain like quite big leh drizzling least run home
0,i have 2 docs appointments next week.:/ i'm tired of them shoving stuff up me. ugh why couldn't i have had a normal body?,2 doc appointment next week im tired shoving stuff ugh couldnt normal body
0,dun b sad.. it's over.. dun thk abt it already. concentrate on ur other papers k.,dun b sad dun thk abt already concentrate ur paper k
0,"greetings me, ! consider yourself excused.",greeting consider excused
0,no drama pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.no reason why there should be an ego of not going 'if not invited' when actually its necessity to go.wait for very serious reppurcussions.,drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions
0,they released another italian one today and it has a cosign option,released another italian one today cosign option
0,"you at mu? you should try to figure out how much money everyone has for gas and alcohol, jay and i are trying to figure out our weed budget",mu try figure much money everyone gas alcohol jay trying figure weed budget
1,winner! as a valued network customer you hvae been selected to receive a £900 reward! to collect call 09061701444. valid 24 hours only. acl03530150pm,winner valued network customer hvae selected receive 900 reward collect call 09061701444 valid 24 hour acl03530150pm
0,hcl chennai requires freshers for voice process.excellent english needed.salary upto  &lt;#&gt; .call ms.suman  &lt;#&gt;  for telephonic interview -via indyarocks.com,hcl chennai requires fresher voice processexcellent english neededsalary upto ltgt call mssuman ltgt telephonic interview via indyarockscom
0,dai what this da.. can i send my resume to this id.,dai da send resume id
0,"i know where the  &lt;#&gt;  is, i'll be there around 5",know ltgt ill around 5
0,yup i've finished c ü there...,yup ive finished c ü
0,remember to ask alex about his pizza,remember ask alex pizza
0,no da..today also i forgot..,datoday also forgot
0,"ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online, you arrange shipping and you get a cut. or u????? for a partnership where u????? invest money for shipping and he takes care of the rest!u??wud b self reliant soon dnt worry",ola would get back maybe today told direct link u getting car bid online arrange shipping get cut u partnership u invest money shipping take care restuwud b self reliant soon dnt worry
0,fwiw the reason i'm only around when it's time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw reason im around time smoke gas afford around someone tell apparently happens somebody want light
0,"hello, my boytoy! i made it home and my constant thought is of you, my love. i hope your having a nice visit but i can't wait till you come home to me ...*kiss*",hello boytoy made home constant thought love hope nice visit cant wait till come home kiss
0,congrats kano..whr s the treat maga?,congrats kanowhr treat maga
0,who u talking about?,u talking
0,yup...,yup
0,ok...,ok
0,"u wake up already? wat u doing? u picking us up later rite? i'm taking sq825, reaching ard 7 smth 8 like dat. u can check e arrival time. c ya soon...",u wake already wat u u picking u later rite im taking sq825 reaching ard 7 smth 8 like dat u check e arrival time c ya soon
0,yunny i'm walking in citylink now ü faster come down... me very hungry...,yunny im walking citylink ü faster come hungry
0,er yep sure. props?,er yep sure prop
0,"hiya , have u been paying money into my account? if so, thanks. got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya u paying money account thanks got pleasant surprise checked balance u c dont get statement 4 acc
1,u have won a nokia 6230 plus a free digital camera. this is what u get when u win our free auction. to take part send nokia to 83383 now. pobox114/14tcr/w1 16,u nokia 6230 plus free digital camera u get u win free auction take part send nokia 83383 pobox11414tcrw1 16
0,ok ill send you with in  &lt;decimal&gt;  ok.,ok ill send ltdecimalgt ok
0,bognor it is! should be splendid at this time of year.,bognor splendid time year
0,yes.i'm in office da:),yesim office da
0,"sorry, i'll call later",sorry ill call later
0,joy's father is john. then john is the name of joy's father. mandan,joy father john john name joy father mandan
0,ok. i only ask abt e movie. u wan ktv oso?,ok ask abt e movie u wan ktv oso
0,misplaced your number and was sending texts to your old number. wondering why i've not heard from you this year. all the best in your mcat. got this number from my atlanta friends,misplaced number sending text old number wondering ive heard year best mcat got number atlanta friend
0,"sorry, i'll call later",sorry ill call later
0,dunno lei... i might b eatin wif my frens... if ü wan to eat then i wait 4 ü lar,dunno lei might b eatin wif frens ü wan eat wait 4 ü lar
0,"sorry, i'll call later",sorry ill call later
1,free entry into our £250 weekly comp just send the word win to 80086 now. 18 t&c www.txttowin.co.uk,free entry 250 weekly comp send word win 80086 18 tc wwwtxttowincouk
0,"say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
0,do u noe how 2 send files between 2 computers?,u noe 2 send file 2 computer
0,"mmmmm ... i loved waking to your words this morning ! i miss you too, my love. i hope your day goes well and you are happy. i wait for us to be together again",mmmmm loved waking word morning miss love hope day go well happy wait u together
0,jay says he'll put in  &lt;#&gt;,jay say hell put ltgt
0,can you just come in for a sec? there's somebody here i want you to see,come sec there somebody want see
0,so the sun is anti sleep medicine.,sun anti sleep medicine
0,what's happening with you. have you gotten a job and have you begun registration for permanent residency,whats happening gotten job begun registration permanent residency
0,yup ok...,yup ok
0,glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad went well come 11 well plenty time claire go work
0,ok enjoy . r u there in home.,ok enjoy r u home
0,"can you pls pls send me a mail on all you know about relatives coming to deliver here? all you know about costs, risks, benefits and anything else. thanks.",pls pls send mail know relative coming deliver know cost risk benefit anything else thanks
0,you do what all you like,like
0,that's y we haf to combine n c how lor...,thats haf combine n c lor
0,the monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,monthly amount terrible pay anything till 6months finishing school
0,hmmm:)how many players selected?,hmmmhow many player selected
0,"they said if its gonna snow, it will start around 8 or 9 pm tonite! they are predicting an inch of accumulation.",said gon na snow start around 8 9 pm tonite predicting inch accumulation
0,i dont. can you send it to me. plus how's mode.,dont send plus hows mode
0,aiyo please ü got time meh.,aiyo please ü got time meh
0,package all your programs well,package program well
0,"she is our sister.. she belongs 2 our family.. she is d hope of tomorrow.. pray 4 her,who was fated 4 d shoranur train incident. lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. pls join in dis chain &amp; pass it. stop violence against women.",sister belongs 2 family hope tomorrow pray 4 herwho fated 4 shoranur train incident let hold hand together amp fuelled love amp concern prior 2 grief amp pain pls join dis chain amp pas stop violence woman
0,so are you guys asking that i get that slippers again or its gone with last year,guy asking get slipper gone last year
0,company is very good.environment is terrific and food is really nice:),company goodenvironment terrific food really nice
1,"text82228>> get more ringtones, logos and games from www.txt82228.com. questions: info@txt82228.co.uk",text82228 get ringtones logo game wwwtxt82228com question infotxt82228couk
0,honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestly ive made lovely cup tea promptly dropped key burnt finger getting
0,yup but not studying surfing lor. i'm in e lazy mode today.,yup studying surfing lor im e lazy mode today
0,please sen :)my kind advice :-)please come here and try:-),please sen kind advice please come try
0,i'm done. c ü there.,im done c ü
0,"oh fine, i'll be by tonight",oh fine ill tonight
0,ü give me some time to walk there.,ü give time walk
0,i'll reach in ard 20 mins ok...,ill reach ard 20 min ok
1,"freemsg you have been awarded a free mini digital camera, just reply snap to collect your prize! (quizclub opt out? stop 80122300p/wk sp:rwm ph:08704050406)",freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop 80122300pwk sprwm ph08704050406
0,fuck babe ... what happened to you ? how come you never came back?,fuck babe happened come never came back
1,this message is brought to you by gmw ltd. and is not connected to the,message brought gmw ltd connected
0,"some friends want me to drive em someplace, probably take a while",friend want drive em someplace probably take
0,i also thk too fast... xy suggest one not me. u dun wan it's ok. going 2 rain leh where got gd.,also thk fast xy suggest one u dun wan ok going 2 rain leh got gd
0,are you still getting the goods.,still getting good
0,and maybe some pressies,maybe pressies
0,"yeah i am, so i'll leave maybe 7ish?",yeah ill leave maybe 7ish
0,k..k..i'm also fine:)when will you complete the course?,kkim also finewhen complete course
0,"under the sea, there lays a rock. in the rock, there is an envelope. in the envelope, there is a paper. on the paper, there are 3 words... '",sea lay rock rock envelope envelope paper paper 3 word
0,i told her i had a dr appt next week. she thinks i'm gonna die. i told her its just a check. nothing to be worried about. but she didn't listen.,told dr appt next week think im gon na die told check nothing worried didnt listen
0,you in your room? i need a few,room need
0,i dont want to hear anything,dont want hear anything
0,hey. for me there is no leave on friday. wait i will ask my superior and tell you..,hey leave friday wait ask superior tell
0,ultimately tor motive tui achieve korli.,ultimately tor motive tui achieve korli
0,from 5 to 2 only my work timing.,5 2 work timing
0,… and don‘t worry we‘ll have finished by march … ish!,dont worry well finished march ish
0,"the house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat rolled newscaster dabbles jazz flute behind wheel
1,"congrats 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid ur mates, play java games, dload polyph music, noline rentl. bx420. ip4. 5we. 150p",congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p
1,your next amazing xxx picsfree1 video will be sent to you enjoy! if one vid is not enough for 2day text back the keyword picsfree1 to get the next video.,next amazing xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video
0,now thats going to ruin your thesis!,thats going ruin thesis
0,in sch but neva mind u eat 1st lor..,sch neva mind u eat 1st lor
0,hey whats up? u sleeping all morning?,hey whats u sleeping morning
0,erm. i thought the contract ran out the4th of october.,erm thought contract ran the4th october
0,i dunno until when... lets go learn pilates...,dunno let go learn pilate
1,u are subscribed to the best mobile content service in the uk for £3 per ten days until you send stop to 83435. helpline 08706091795.,u subscribed best mobile content service uk 3 per ten day send stop 83435 helpline 08706091795
0,yup i'm elaborating on the safety aspects and some other issues..,yup im elaborating safety aspect issue
1,"3 free tarot texts! find out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs £1.50 each",3 free tarot text find love life try 3 free text chance 85555 16 3 free msg 150
0,"goodmorning, today i am late for 1hr.",goodmorning today late 1hr
0,hi happy birthday. hi hi hi hi hi hi hi,hi happy birthday hi hi hi hi hi hi hi
0,i will be outside office take all from there,outside office take
0,if you don't respond imma assume you're still asleep and imma start calling n shit,dont respond imma assume youre still asleep imma start calling n shit
0,"aight, see you in a bit",aight see bit
0,my superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),superior telling friday leave department except oursso leave youany way call waheed fathima hr conform
1,join the uk's horniest dogging service and u can have sex 2nite!. just sign up and follow the instructions. txt entry to 69888 now! nyt.ec2a.3lp.msg@150p,join uk horniest dogging service u sex 2nite sign follow instruction txt entry 69888 nytec2a3lpmsg150p
0,lol i have to take it. member how i said my aunt flow didn't visit for 6 months? it's cause i developed ovarian cysts. bc is the only way to shrink them.,lol take member said aunt flow didnt visit 6 month cause developed ovarian cyst bc way shrink
0,still work going on:)it is very small house.,still work going onit small house
0,"my friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend got say he upping order gram he got ltgt get
0,tmr timin still da same wat cos i got lesson until 6...,tmr timin still da wat co got lesson 6
0,"that‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",thats thing ape u fight death keep something minute u let go thats
1,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr 82277 150 sptyrone
0,no i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,im gon na able late notice ill home week anyway plan
0,"got fujitsu, ibm, hp, toshiba... got a lot of model how to say...",got fujitsu ibm hp toshiba got lot model say
0,okie... thanx...,okie thanx
0,"gosh that , what a pain. spose i better come then.",gosh pain spose better come
0,"as usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp well
0,okie,okie
0,so when you gonna get rimac access,gon na get rimac access
0,im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,im arestaurant eating squid 1030 wan na dosomething late
0,you call times job today ok umma and ask them to speed up,call time job today ok umma ask speed
0,hello u.call wen u finish wrk.i fancy meetin up wiv u all tonite as i need a break from dabooks. did 4 hrs last nite+2 today of wrk!,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks 4 hr last nite2 today wrk
0,r u &sam p in eachother. if we meet we can go 2 my house,r u sam p eachother meet go 2 house
0,:-) yeah! lol. luckily i didn't have a starring role like you!,yeah lol luckily didnt starring role like
0,hello madam how are you ?,hello madam
0,"awesome, text me when you're restocked",awesome text youre restocked
0,"as usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp well
1,knock knock txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. t&cs www.tkls.com age16 to stoptxtstop£1.50/week,knock knock txt whose 80082 enter r weekly draw 4 250 gift voucher 4 store yr choice tc wwwtklscom age16 stoptxtstop150week
0,yes. it's all innocent fun. o:-),yes innocent fun
0,thanks for sending this mental ability question..,thanks sending mental ability question
0,"sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. i have some bills that i can't settle this month. i am out of all extra cash. i know this is a challenging time for you also but i have to let you know.",sir hope day going smoothly really hoped wont bother bill cant settle month extra cash know challenging time also let know
0,2marrow only. wed at  &lt;#&gt;  to 2 aha.,2marrow wed ltgt 2 aha
0,i went to ur hon lab but no one is there.,went ur hon lab one
0,i cant pick the phone right now. pls send a message,cant pick phone right pls send message
0,hey pple...$700 or $900 for 5 nights...excellent location wif breakfast hamper!!!,hey pple700 900 5 nightsexcellent location wif breakfast hamper
1,<forwarded from 21870000>hi - this is your mailbox messaging sms alert. you have 40 matches. please call back on 09056242159 to retrieve your messages and matches cc100p/min,forwarded 21870000hi mailbox messaging sm alert 40 match please call back 09056242159 retrieve message match cc100pmin
0,how come?,come
0,lol! nah wasn't too bad thanks. its good to b home but its been quite a reality check. hows ur day been? did u do anything with website?,lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website
0,ok lor...,ok lor
0,i'm coming home 4 dinner.,im coming home 4 dinner
0,s da..al r above  &lt;#&gt;,daal r ltgt
1,"free ring tone just text ""polys"" to 87131. then every week get a new tone. 0870737910216yrs only £1.50/wk.",free ring tone text polys 87131 every week get new tone 0870737910216yrs 150wk
0,unni thank you dear for the recharge..rakhesh,unni thank dear rechargerakhesh
0,i know i'm lacking on most of this particular dramastorm's details but for the most part i'm not worried about that,know im lacking particular dramastorms detail part im worried
0,haha... they cant what... at the most tmr forfeit... haha so how?,haha cant tmr forfeit haha
0,"hey there! glad u r better now. i hear u treated urself to a digi cam, is it good? we r off at 9pm. have a fab new year, c u in coupla wks!",hey glad u r better hear u treated urself digi cam good r 9pm fab new year c u coupla wks
0,no way i'm going back there!,way im going back
1,"urgent! your mobile no 077xxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm",urgent mobile 077xxx 2000 bonus caller prize 020603 2nd attempt reach call 09066362206 asap box97n7qp 150ppm
0,i will cal you sir. in meeting,cal sir meeting
0,"that's what i love to hear :v see you sundayish, then",thats love hear v see sundayish
0,"sorry da thangam, very very sorry i am held up with prasad.",sorry da thangam sorry held prasad
0,tiwary to rcb.battle between bang and kochi.,tiwary rcbbattle bang kochi
0,thank god they are in bed!,thank god bed
0,no i don't have cancer. moms making a big deal out of a regular checkup aka pap smear,dont cancer mom making big deal regular checkup aka pap smear
0,am in gobi arts college,gobi art college
0,why she wants to talk to me,want talk
0,pandy joined 4w technologies today.he got job..,pandy joined 4w technology todayhe got job
1,"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18",guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
0,"they can try! they can get lost, in fact. tee hee",try get lost fact tee hee
0,hi! you just spoke to maneesha v. we'd like to know if you were satisfied with the experience. reply toll free with yes or no.,hi spoke maneesha v wed like know satisfied experience reply toll free yes
0,my friends use to call the same.,friend use call
0,"sorry, i'll call later",sorry ill call later
0,"em, its olowoyey@ usc.edu have a great time in argentina. not sad about secretary, everything is a blessing",em olowoyey uscedu great time argentina sad secretary everything blessing
0,"it,,s a taxt massage....tie-pos argh ok! lool!",taxt massagetiepos argh ok lool
0,"hi, can i please get a  &lt;#&gt;  dollar loan from you. i.ll pay you back by mid february. pls.",hi please get ltgt dollar loan ill pay back mid february pls
0,"you might want to pull out more just in case and just plan on not spending it if you can, i don't have much confidence in derek and taylor's money management",might want pull case plan spending dont much confidence derek taylor money management
0,do you like shaking your booty on the dance floor?,like shaking booty dance floor
0,"text me when you get off, don't call, my phones having problems",text get dont call phone problem
0,no need for the drug anymore.,need drug anymore
0,sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorry dai thought calling lot timeslil busyi call noon
0,its sarcasm.. .nt scarcasim,sarcasm nt scarcasim
0,great! i have to run now so ttyl!,great run ttyl
0,feel like trying kadeem again? :v,feel like trying kadeem v
0,dai  &lt;#&gt;  naal eruku.,dai ltgt naal eruku
0,not yet chikku..wat abt u?,yet chikkuwat abt u
0,ok...,ok
0,want to finally have lunch today?,want finally lunch today
0,do you know when dad will be back?,know dad back
1,"hello darling how are you today? i would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darling today would love chat dont tell look like sexy
1,8007 free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w4 5wq norm 150p/tone 16+,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16
0,he remains a bro amongst bros,remains bro amongst bros
0,r u meeting da ge at nite tmr?,r u meeting da ge nite tmr
0,"* was a nice day and, impressively, i was sensible, went home early and now feel fine. or am i just boring?! when's yours, i can't remember.",nice day impressively sensible went home early feel fine boring whens cant remember
0,why de. you looking good only:-)..,de looking good
1,wanna get laid 2nite? want real dogging locations sent direct to ur mobile? join the uk's largest dogging network. txt park to 69696 now! nyt. ec2a. 3lp £1.50/msg,wan na get laid 2nite want real dogging location sent direct ur mobile join uk largest dogging network txt park 69696 nyt ec2a 3lp 150msg
1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery
0,yes. they replied my mail. i'm going to the management office later. plus will in to bank later also.or on wednesday.,yes replied mail im going management office later plus bank later alsoor wednesday
0,"that's cool, i'll come by like  &lt;#&gt; ish",thats cool ill come like ltgt ish
0,super msg da:)nalla timing.,super msg danalla timing
0,"good afternoon, my boytoy ... how are you feeling today ? better i hope? are you being my good boy? are you my obedient, slave? do you please your queen?",good afternoon boytoy feeling today better hope good boy obedient slave please queen
